,Unnamed: 0,DateTime,posX,posY,posZ,rotX,rotY,rotZ,taskState,mapInteractions,participant,scenario,start_point,state,phase,routename,taskId,lockscreen,combination
98731,98731,2023-10-10 15:03:01.362,-112.7214,1.305,-1019.684,0,286.2616,0,setNavigationTarget:Uncle Sammy,,35,1,e,start,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98732,98732,2023-10-10 15:03:01.363,-112.7214,1.305,-1019.684,0,286.2616,0,,mapLog:MapButtonPoiClick+buttonOnFollowPlayer,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98733,98733,2023-10-10 15:03:01.396,-112.7213,1.305,-1019.685,0,286.2616,0,,mapLog:MapButtonPoiClick+PoiClick_choseYES_Uncle Sammy,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98734,98734,2023-10-10 15:03:01.430,-112.7213,1.305,-1019.685,0,286.2616,0,,mapLog:positionXYZ+-112.3664+100.0064+-1017.749,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98735,98735,2023-10-10 15:03:01.532,-112.7212,1.305,-1019.686,0,286.2616,0,,,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98736,98736,2023-10-10 15:03:02.044,-112.7281,1.305,-1019.691,0,280.5919,0,,,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98737,98737,2023-10-10 15:03:02.564,-112.8148,1.305,-1019.692,0,271.7527,0,,,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98738,98738,2023-10-10 15:03:03.066,-113.9598,1.305,-1019.754,0,263.5724,0,,,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98739,98739,2023-10-10 15:03:03.566,-114.7588,1.305,-1019.892,0,255.0732,0,,,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98740,98740,2023-10-10 15:03:04.072,-114.8394,1.305,-1019.921,0,246.4031,0,,,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98741,98741,2023-10-10 15:03:04.583,-114.6708,1.305,-1019.833,0,237.7333,0,,,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98742,98742,2023-10-10 15:03:05.098,-115.2417,1.305,-1020.291,0,229.7462,0,,,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98743,98743,2023-10-10 15:03:05.614,-116.4115,1.305,-1021.322,0,227.8298,0,,,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98744,98744,2023-10-10 15:03:06.142,-117.3795,1.305,-1022.074,0,219.3079,0,,,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98745,98745,2023-10-10 15:03:06.648,-118.022,1.305,-1022.998,0,210.808,0,,,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98746,98746,2023-10-10 15:03:07.154,-118.5934,1.290038,-1024.146,0,202.138,0,,,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98747,98747,2023-10-10 15:03:07.655,-118.9836,1.155,-1025.346,0,193.9381,0,,,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98748,98748,2023-10-10 15:03:08.171,-119.1918,1.155,-1026.372,0,189.8654,0,,,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98749,98749,2023-10-10 15:03:08.681,-119.3443,1.155,-1027.286,0,189.2124,0,,,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98750,98750,2023-10-10 15:03:09.183,-119.5088,1.155,-1028.663,0,183.9622,0,,,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98751,98751,2023-10-10 15:03:09.710,-119.5337,1.155,-1030.259,0,177.8078,0,,,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98752,98752,2023-10-10 15:03:10.231,-119.3934,1.155,-1031.817,0,171.8401,0,,,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98753,98753,2023-10-10 15:03:10.756,-119.1016,1.155,-1033.353,0,166.5797,0,,,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98754,98754,2023-10-10 15:03:11.259,-118.6921,1.155,-1034.801,0,161.7283,0,,,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98755,98755,2023-10-10 15:03:11.768,-118.1787,1.155,-1036.195,0,157.8454,0,,,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98756,98756,2023-10-10 15:03:11.827,-118.1189,1.155,-1036.341,0,157.5656,0,,mapLog:isScreenLocked+True,35,1,e,,navigation,e_to_Uncle Sammy,4.0,1,35_1_4.0
98757,98757,2023-10-10 15:03:12.301,-117.6803,1.155,-1037.395,0,157.2505,0,,,35,1,e,,navigation,e_to_Uncle Sammy,4.0,1,35_1_4.0
98758,98758,2023-10-10 15:03:12.824,-117.3046,1.155,-1038.295,0,157.2505,0,,,35,1,e,,navigation,e_to_Uncle Sammy,4.0,1,35_1_4.0
98759,98759,2023-10-10 15:03:12.956,-117.2216,1.155,-1038.493,0,157.2505,0,,mapLog:isScreenLocked+False,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98760,98760,2023-10-10 15:03:12.988,-117.2057,1.155,-1038.531,0,157.2505,0,,mapLog:positionXYZ+-117.9945+100.0064+-1035.47,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98761,98761,2023-10-10 15:03:13.353,-117.0952,1.155,-1038.812,0,161.5899,0,,,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98762,98762,2023-10-10 15:03:13.876,-117.0094,1.155,-1039.159,0,169.3985,0,,,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98763,98763,2023-10-10 15:03:14.389,-116.7971,1.304999,-1040.239,0,169.4519,0,,,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98764,98764,2023-10-10 15:03:14.905,-116.628,1.304999,-1041.177,0,170.3399,0,,,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98765,98765,2023-10-10 15:03:15.340,-116.6175,1.304999,-1041.237,0,169.9165,0,,mapLog:positionXYZ+-116.628+100.0064+-1041.177,35,1,e,,navigation,e_to_Uncle Sammy,4.0,0,35_1_4.0
98766,98766,2023-10-10 15:03:15.368,-116.6175,1.304999,-1041.237,0,169.8644,0,checkedIn:Uncle Sammy,,35,1,e,end,navigation,,4.0,0,35_1_4.0
99418,99418,2023-10-10 14:52:43.454,-752.9172,1.155,-1139.271,0,307.0763,0,setNavigationTarget:Colonial Church,,35,2,s,start,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99419,99419,2023-10-10 14:52:43.455,-752.9172,1.155,-1139.271,0,307.0763,0,,mapLog:MapButtonPoiClick+buttonOnFollowPlayer,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99420,99420,2023-10-10 14:52:43.484,-752.989,1.155,-1139.217,0,307.2046,0,,mapLog:MapButtonPoiClick+PoiClick_choseYES_Colonial Church,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99421,99421,2023-10-10 14:52:43.514,-753.0605,1.155,-1139.162,0,307.326,0,,mapLog:positionXYZ+-748.1503+100.0027+-1135.176,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99422,99422,2023-10-10 14:52:43.790,-753.7252,1.155,-1138.649,0,307.9413,0,,,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99423,99423,2023-10-10 14:52:44.306,-754.9301,1.155,-1137.709,0,308.0134,0,,,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99424,99424,2023-10-10 14:52:44.827,-756.1583,1.155,-1136.75,0,308.0134,0,,,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99425,99425,2023-10-10 14:52:45.335,-757.363,1.155,-1135.81,0,308.0134,0,,,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99426,99426,2023-10-10 14:52:45.860,-758.6149,1.155,-1134.833,0,308.0134,0,,,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99427,99427,2023-10-10 14:52:46.387,-759.8431,1.155,-1133.875,0,308.0134,0,,,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99428,99428,2023-10-10 14:52:46.889,-761.043,1.155,-1132.927,0,310.2447,0,,,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99429,99429,2023-10-10 14:52:47.398,-762.1137,1.155,-1131.879,0,318.7452,0,,,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99430,99430,2023-10-10 14:52:47.899,-763.0336,1.155,-1130.658,0,327.4158,0,,,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99431,99431,2023-10-10 14:52:48.427,-763.7781,1.155,-1129.289,0,335.492,0,,,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99432,99432,2023-10-10 14:52:48.961,-764.3532,1.155,-1127.776,0,342.6427,0,,,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99433,99433,2023-10-10 14:52:49.469,-764.7527,1.155,-1126.299,0,346.8786,0,,,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99434,99434,2023-10-10 14:52:49.981,-765.0547,1.155,-1124.799,0,350.1742,0,,,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99435,99435,2023-10-10 14:52:50.502,-765.3055,1.155,-1123.259,0,350.8653,0,,,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99436,99436,2023-10-10 14:52:51.015,-765.5214,1.305,-1121.8,0,350.8653,0,,,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99437,99437,2023-10-10 14:52:51.532,-765.7637,1.305,-1120.257,0,352.1494,0,,,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99438,99438,2023-10-10 14:52:52.051,-765.9214,1.305,-1118.705,0,355.5824,0,,,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99439,99439,2023-10-10 14:52:52.568,-766.042,1.305,-1117.15,0,355.5824,0,,,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99440,99440,2023-10-10 14:52:53.073,-766.1328,1.411844,-1115.68,0,355.5824,0,,,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99441,99441,2023-10-10 14:52:53.501,-766.2325,1.411844,-1114.394,0,355.5824,0,,mapLog:isScreenLocked+True,35,2,s,,navigation,s_to_Colonial Church,4.0,1,35_2_4.0
99442,99442,2023-10-10 14:52:53.590,-766.2534,1.411844,-1114.125,0,355.5824,0,,,35,2,s,,navigation,s_to_Colonial Church,4.0,1,35_2_4.0
99443,99443,2023-10-10 14:52:54.096,-766.3693,1.411844,-1112.63,0,355.5824,0,,,35,2,s,,navigation,s_to_Colonial Church,4.0,1,35_2_4.0
99444,99444,2023-10-10 14:52:54.495,-766.4621,1.411844,-1111.433,0,355.5824,0,,mapLog:isScreenLocked+False,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99445,99445,2023-10-10 14:52:54.521,-766.4691,1.411844,-1111.344,0,355.5824,0,,mapLog:positionXYZ+-774.1755+100.0027+-1111.082,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99446,99446,2023-10-10 14:52:54.600,-766.4876,1.411844,-1111.104,0,355.5824,0,,,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99447,99447,2023-10-10 14:52:55.111,-766.6059,1.411844,-1109.579,0,355.5824,0,,,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99448,99448,2023-10-10 14:52:55.634,-766.7265,1.411844,-1108.024,0,355.5824,0,,,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99449,99449,2023-10-10 14:52:55.660,-766.7335,1.411844,-1107.934,0,355.5824,0,,mapLog:positionXYZ+-766.6059+100.0027+-1109.579,35,2,s,,navigation,s_to_Colonial Church,4.0,0,35_2_4.0
99450,99450,2023-10-10 14:52:55.712,-766.7451,1.411844,-1107.785,0,355.5824,0,checkedIn:Colonial Church,,35,2,s,end,navigation,,4.0,0,35_2_4.0
110790,110790,2023-10-11 15:13:15.281,-597.8654,1.586383,-517.4885,0,207.1896,0,setNavigationTarget:Tropical Hotel,,37,4,n,start,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110791,110791,2023-10-11 15:13:15.282,-597.8654,1.586383,-517.4885,0,207.1896,0,,mapLog:MapButtonPoiClick+buttonOnFollowPlayer,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110792,110792,2023-10-11 15:13:15.357,-597.8654,1.586383,-517.4885,0,207.1896,0,,mapLog:MapButtonPoiClick+PoiClick_choseYES_Tropical Hotel,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110793,110793,2023-10-11 15:13:15.440,-597.8654,1.586383,-517.4885,0,207.1896,0,,mapLog:positionXYZ+-599.3022+100+-519.0469,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110794,110794,2023-10-11 15:13:15.521,-597.8654,1.586383,-517.4885,0,207.1896,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110795,110795,2023-10-11 15:13:16.086,-597.8654,1.586383,-517.4885,0,207.1896,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110796,110796,2023-10-11 15:13:16.570,-597.8654,1.586383,-517.4885,0,207.1896,0,,mapLog:positionXYZ+-597.8654+100+-517.4885,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110797,110797,2023-10-11 15:13:16.571,-597.8654,1.586383,-517.4885,0,207.1896,0,,mapLog:MapButtonPoiClick+buttonOnFollowPlayer,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110798,110798,2023-10-11 15:13:16.650,-597.8654,1.586383,-517.4885,0,207.1896,0,,mapLog:positionXYZ+-597.8583+100+-517.1645,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110799,110799,2023-10-11 15:13:16.651,-597.8654,1.586383,-517.4885,0,207.1896,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110800,110800,2023-10-11 15:13:17.216,-597.8654,1.586383,-517.4885,0,207.1896,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110801,110801,2023-10-11 15:13:17.295,-597.8654,1.586383,-517.4885,0,207.1896,0,,mapLog:positionXYZ+-597.8654+100+-517.4885,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110802,110802,2023-10-11 15:13:17.702,-597.8654,1.586383,-517.4885,0,207.1896,0,,mapLog:positionXYZ+-550.8002+100+-493.8263,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110803,110803,2023-10-11 15:13:17.783,-597.8654,1.586383,-517.4885,0,207.1896,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110804,110804,2023-10-11 15:13:18.347,-597.9235,1.54132,-517.5961,0,207.1896,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110805,110805,2023-10-11 15:13:18.915,-598.3674,1.305,-518.4316,0,207.3825,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110806,110806,2023-10-11 15:13:19.481,-598.9114,1.305,-519.4781,0,208.0711,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110807,110807,2023-10-11 15:13:20.052,-599.3026,1.305,-520.1672,0,211.8641,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110808,110808,2023-10-11 15:13:20.622,-599.7104,1.305,-520.7747,0,215.8481,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110809,110809,2023-10-11 15:13:21.195,-600.1432,1.305,-521.3359,0,219.6391,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110810,110810,2023-10-11 15:13:21.765,-600.4313,1.305,-521.6691,0,222.8515,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110811,110811,2023-10-11 15:13:22.321,-600.4313,1.305,-521.6691,0,223.1521,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110812,110812,2023-10-11 15:13:22.878,-600.4313,1.305,-521.6691,0,223.1521,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110813,110813,2023-10-11 15:13:23.429,-600.4313,1.305,-521.6691,0,223.1521,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110814,110814,2023-10-11 15:13:23.983,-600.4313,1.305,-521.6691,0,223.1521,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110815,110815,2023-10-11 15:13:24.541,-600.5324,1.305,-521.7766,0,223.1521,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110816,110816,2023-10-11 15:13:25.087,-600.9412,1.304999,-522.2029,0,225.5586,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110817,110817,2023-10-11 15:13:25.616,-601.5266,1.304999,-522.7189,0,231.4207,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110818,110818,2023-10-11 15:13:26.128,-602.5266,1.304999,-523.4656,0,233.7347,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110819,110819,2023-10-11 15:13:26.634,-603.7592,1.221664,-524.364,0,233.7347,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110820,110820,2023-10-11 15:13:27.138,-604.9648,1.155,-525.2548,0,232.4811,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110821,110821,2023-10-11 15:13:27.663,-606.1438,1.155,-526.2291,0,227.7959,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110822,110822,2023-10-11 15:13:27.723,-606.3205,1.155,-526.3915,0,226.9314,0,,mapLog:isScreenLocked+True,37,4,n,,navigation,n_to_Tropical Hotel,1.0,1,37_4_1.0
110823,110823,2023-10-11 15:13:28.159,-607.2232,1.155,-527.3124,0,221.9076,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,1,37_4_1.0
110824,110824,2023-10-11 15:13:28.680,-608.2213,1.155,-528.5107,0,217.8631,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,1,37_4_1.0
110825,110825,2023-10-11 15:13:29.220,-609.1765,1.155,-529.8187,0,214.4536,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,1,37_4_1.0
110826,110826,2023-10-11 15:13:29.756,-610.0591,1.155,-531.1769,0,211.6934,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,1,37_4_1.0
110827,110827,2023-10-11 15:13:30.281,-610.8729,1.155,-532.5065,0,211.4067,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,1,37_4_1.0
110828,110828,2023-10-11 15:13:30.794,-611.6734,1.155,-533.8171,0,211.4067,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,1,37_4_1.0
110829,110829,2023-10-11 15:13:31.300,-612.3864,1.155,-534.9846,0,211.4067,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,1,37_4_1.0
110830,110830,2023-10-11 15:13:31.810,-613.1174,1.155,-536.1803,0,211.4067,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,1,37_4_1.0
110831,110831,2023-10-11 15:13:32.320,-613.845,1.155,-537.3723,0,211.4067,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,1,37_4_1.0
110832,110832,2023-10-11 15:13:32.836,-614.4131,1.155,-538.2787,0,213.8202,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,1,37_4_1.0
110833,110833,2023-10-11 15:13:33.340,-614.9544,1.155,-539.0385,0,217.3113,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,1,37_4_1.0
110834,110834,2023-10-11 15:13:33.845,-615.5624,1.155,-539.7843,0,221.426,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,1,37_4_1.0
110835,110835,2023-10-11 15:13:34.413,-616.3984,1.229602,-540.5964,0,228.2347,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,1,37_4_1.0
110836,110836,2023-10-11 15:13:34.978,-617.4746,1.305,-541.423,0,235.9191,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,1,37_4_1.0
110837,110837,2023-10-11 15:13:35.535,-618.6947,1.305,-542.1486,0,242.1151,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,1,37_4_1.0
110838,110838,2023-10-11 15:13:36.073,-620.1383,1.305,-542.8483,0,244.9028,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,1,37_4_1.0
110839,110839,2023-10-11 15:13:36.582,-621.5238,1.305,-543.4955,0,245.2149,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,1,37_4_1.0
110840,110840,2023-10-11 15:13:37.141,-623.0253,1.305,-544.116,0,250.4122,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,1,37_4_1.0
110841,110841,2023-10-11 15:13:37.674,-624.3146,1.305,-544.5085,0,255.8315,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,1,37_4_1.0
110842,110842,2023-10-11 15:13:38.188,-625.5786,1.305,-544.765,0,261.6162,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,1,37_4_1.0
110843,110843,2023-10-11 15:13:38.727,-626.6521,1.305,-544.5433,0,268.4513,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,1,37_4_1.0
110844,110844,2023-10-11 15:13:39.261,-627.8749,1.305,-544.5302,0,271.4877,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,1,37_4_1.0
110845,110845,2023-10-11 15:13:39.303,-627.9574,1.305,-544.528,0,271.4877,0,,mapLog:isScreenLocked+False,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110846,110846,2023-10-11 15:13:39.789,-628.3118,1.305,-544.5189,0,271.4877,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110847,110847,2023-10-11 15:13:40.295,-628.3118,1.305,-544.5189,0,271.4877,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110848,110848,2023-10-11 15:13:40.800,-628.3118,1.305,-544.5189,0,271.4877,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110849,110849,2023-10-11 15:13:41.311,-628.3118,1.305,-544.5189,0,271.4877,0,,,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110850,110850,2023-10-11 15:13:41.580,-628.3118,1.305,-544.5189,0,271.4877,0,,mapLog:positionXYZ+-550.8002+100+-493.8263,37,4,n,,navigation,n_to_Tropical Hotel,1.0,0,37_4_1.0
110851,110851,2023-10-11 15:13:41.650,-628.3118,1.305,-544.5189,0,271.4877,0,checkedIn:Tropical Hotel,,37,4,n,end,navigation,,1.0,0,37_4_1.0
114443,114443,2023-10-11 16:32:20.355,-752.5219,1.302042,-1139.94,0,81.05643,0,setNavigationTarget:Colonial Church,,38,2,s,start,navigation,s_to_Colonial Church,4.0,0,38_2_4.0
114444,114444,2023-10-11 16:32:20.356,-752.5219,1.302042,-1139.94,0,81.05643,0,,mapLog:MapButtonPoiClick+buttonOnFollowPlayer,38,2,s,,navigation,s_to_Colonial Church,4.0,0,38_2_4.0
114445,114445,2023-10-11 16:32:20.357,-752.5219,1.302042,-1139.94,0,81.05643,0,,,38,2,s,,navigation,s_to_Colonial Church,4.0,0,38_2_4.0
114446,114446,2023-10-11 16:32:20.385,-752.5219,1.302042,-1139.94,0,81.05643,0,,mapLog:MapButtonPoiClick+PoiClick_choseYES_Colonial Church,38,2,s,,navigation,s_to_Colonial Church,4.0,0,38_2_4.0
114447,114447,2023-10-11 16:32:20.416,-752.5219,1.302042,-1139.94,0,81.05643,0,,mapLog:positionXYZ+-752.4407+99.99983+-1142.805,38,2,s,,navigation,s_to_Colonial Church,4.0,0,38_2_4.0
114448,114448,2023-10-11 16:32:20.878,-752.5219,1.302042,-1139.94,0,81.05643,0,,,38,2,s,,navigation,s_to_Colonial Church,4.0,0,38_2_4.0
114449,114449,2023-10-11 16:32:21.400,-752.5219,1.302042,-1139.94,0,81.05643,0,,,38,2,s,,navigation,s_to_Colonial Church,4.0,0,38_2_4.0
114450,114450,2023-10-11 16:32:21.924,-752.5219,1.302042,-1139.94,0,80.02418,0,,,38,2,s,,navigation,s_to_Colonial Church,4.0,0,38_2_4.0
114451,114451,2023-10-11 16:32:22.443,-752.5219,1.302042,-1139.94,0,73.01113,0,,,38,2,s,,navigation,s_to_Colonial Church,4.0,0,38_2_4.0
114452,114452,2023-10-11 16:32:22.963,-752.4738,1.299885,-1139.918,0,64.1716,0,,,38,2,s,,navigation,s_to_Colonial Church,4.0,0,38_2_4.0
114453,114453,2023-10-11 16:32:23.477,-752.3139,1.284569,-1139.826,0,55.33212,0,,,38,2,s,,navigation,s_to_Colonial Church,4.0,0,38_2_4.0
114454,114454,2023-10-11 16:32:23.996,-752.1205,1.239124,-1139.682,0,46.49264,0,,,38,2,s,,navigation,s_to_Colonial Church,4.0,0,38_2_4.0
114455,114455,2023-10-11 16:32:24.510,-751.9438,1.155,-1139.511,0,37.82312,0,,,38,2,s,,navigation,s_to_Colonial Church,4.0,0,38_2_4.0
114456,114456,2023-10-11 16:32:25.030,-751.8761,1.155,-1139.403,0,29.05935,0,,,38,2,s,,navigation,s_to_Colonial Church,4.0,0,38_2_4.0
114457,114457,2023-10-11 16:32:25.543,-751.7574,1.155,-1139.146,0,21.17855,0,,,38,2,s,,navigation,s_to_Colonial Church,4.0,0,38_2_4.0
114458,114458,2023-10-11 16:32:26.059,-751.5842,1.155,-1138.624,0,15.1129,0,,,38,2,s,,navigation,s_to_Colonial Church,4.0,0,38_2_4.0
114459,114459,2023-10-11 16:32:26.570,-751.4583,1.155,-1138.008,0,8.126243,0,,,38,2,s,,navigation,s_to_Colonial Church,4.0,0,38_2_4.0
114460,114460,2023-10-11 16:32:27.095,-751.3937,1.155,-1137.203,0,0.99421,0,,,38,2,s,,navigation,s_to_Colonial Church,4.0,0,38_2_4.0
114461,114461,2023-10-11 16:32:27.621,-751.4252,1.155,-1136.418,0,354.0251,0,,,38,2,s,,navigation,s_to_Colonial Church,4.0,0,38_2_4.0
114462,114462,2023-10-11 16:32:28.147,-751.46,1.155,-1136.177,0,348.1937,0,,,38,2,s,,navigation,s_to_Colonial Church,4.0,0,38_2_4.0
114463,114463,2023-10-11 16:32:28.669,-751.7195,1.155,-1135.192,0,343.7328,0,,,38,2,s,,navigation,s_to_Colonial Church,4.0,0,38_2_4.0
114464,114464,2023-10-11 16:32:29.193,-752.144,1.155,-1133.77,0,343.3798,0,,,38,2,s,,navigation,s_to_Colonial Church,4.0,0,38_2_4.0
